count,guc,exposure,year,gsi_band,agency_indicator,usage,new_renewal,gender,country_origin,clean_make,cover,driver_age_band,leasing,vehicle_type,veh_age,excess_band,source_of_business,claim_type,gross_claim,claim_count,ultimate_inflated_claims,ncd,ncd_discount,agg_indicator,vehicle_color,business_activity,offset_exposure,offset_total
0,0,0.126027397260274,2022,100000,AGENCY,PRIVATE CAR,NEW,MALE,KOREAN,OTHERS,RIYADH,25_to_35,NON-LEASING,Jeeps_4x4,2_to_3,500_to_750,Aggregator,,0,0,0,NCD_0,0,AGGREGATOR,OTHERS,,-2.071256,-2.0712559570934
0,0,0.0876712328767123,2022,100000,NON_AGENCY,PRIVATE CAR,NEW,FEMALE,KOREAN,HYUNDAI,JEDDAH,35_to_45,NON-LEASING,Jeeps_4x4,1_to_2,1500_to_2000,Aggregator,,0,0,0,NCD_0,0,AGGREGATOR,OTHERS,,-2.434161,-2.43416145078276
0,0,0.131506849315068,2022,200000,AGENCY,PRIVATE CAR,NEW,MALE,KOREAN,OTHERS,JEDDAH,21_to_25,LEASING,Jeeps_4x4,0_to_1,750_to_1000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-2.028696,-2.0286963426746
0,0,0.126027397260274,2022,100000,AGENCY,PRIVATE CAR,NEW,MALE,KOREAN,HYUNDAI,KHOBAR&DAMMAM,21_to_25,LEASING,Sedan,0_to_1,5000+,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-2.071256,-2.0712559570934
0,0,0.104109589041096,2022,100000,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,TOYOTA,NORTH,45_to_55,LEASING,Sedan,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,LEASING / RENT A CAR,-2.262311,-2.26231119385611
0,0,0.128767123287671,2022,100000,NON_AGENCY,PRIVATE CAR,NEW,MALE,KOREAN,HYUNDAI,RIYADH,25_to_35,NON-LEASING,Jeeps_4x4,5+,500_to_750,Aggregator,,0,0,0,NCD_0,0,AGGREGATOR,OTHERS,,-2.04975,-2.04974975187243
0,0,0.128767123287671,2022,200000,AGENCY,PRIVATE CAR,NEW,MALE,USA,OTHERS,RIYADH,35_to_45,NON-LEASING,Jeeps_4x4,4_to_5,750_to_1000,Direct,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-2.04975,-2.04974975187243
0,0,0.0931506849315069,2022,200000,AGENCY,PRIVATE CAR,NEW,FEMALE,EUROPE,OTHERS,RIYADH,25_to_35,NON-LEASING,Jeeps_4x4,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-2.373537,-2.37353682896633
0,0,0.123287671232877,2022,200000+,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,NISSAN,RIYADH,55+,NON-LEASING,Jeeps_4x4,0_to_1,750_to_1000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-2.093235,-2.09323486381217
0,0,0.128767123287671,2022,100000,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,TOYOTA,JEDDAH,21_to_25,NON-LEASING,Sedan,0_to_1,2500_to_5000,Aggregator,,0,0,0,NCD_0,0,AGGREGATOR,OTHERS,,-2.04975,-2.04974975187243
0,0,0.128767123287671,2022,100000,NON_AGENCY,PRIVATE CAR,NEW,MALE,EUROPE,OTHERS,JEDDAH,25_to_35,NON-LEASING,Sedan,5+,750_to_1000,Aggregator,,0,0,0,NCD_0,0,AGGREGATOR,OTHERS,,-2.04975,-2.04974975187243
0,0,0.0547945205479452,2022,200000,AGENCY,PRIVATE CAR,NEW,MALE,KOREAN,OTHERS,MECCA,35_to_45,LEASING,Jeeps_4x4,0_to_1,750_to_1000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-2.904165,-2.9041650800285
0,0,0.131506849315068,2022,200000,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,TOYOTA,RIYADH,25_to_35,NON-LEASING,Sedan,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-2.028696,-2.0286963426746
0,0,0.0904109589041096,2022,200000,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,MAZDA,RIYADH,25_to_35,NON-LEASING,Jeeps_4x4,0_to_1,5000+,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-2.40339,-2.40338979211601
0,0,0.128767123287671,2022,50000,NON_AGENCY,PRIVATE CAR,NEW,MALE,KOREAN,HYUNDAI,JEDDAH,25_to_35,NON-LEASING,Sedan,2_to_3,500_to_750,Aggregator,,0,0,0,NCD_0,0,AGGREGATOR,OTHERS,,-2.04975,-2.04974975187243
0,0,0.126027397260274,2022,100000,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,TOYOTA,JEDDAH,25_to_35,NON-LEASING,Sedan,0_to_1,1500_to_2000,Aggregator,,0,0,0,NCD_0,0,AGGREGATOR,OTHERS,,-2.071256,-2.0712559570934
0,0,0.0958904109589041,2022,100000,AGENCY,PRIVATE CAR,NEW,MALE,INDIAN_AND_CHINESE,OTHERS,MECCA,21_to_25,LEASING,Sedan,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-2.344549,-2.34454929209308
0,0,0.128767123287671,2022,100000,AGENCY,PRIVATE CAR,NEW,MALE,KOREAN,OTHERS,RIYADH,35_to_45,NON-LEASING,Sedan,0_to_1,750_to_1000,Aggregator,,0,0,0,NCD_0,0,AGGREGATOR,OTHERS,,-2.04975,-2.04974975187243
0,0,0.128767123287671,2022,100000,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,OTHERS,RIYADH,35_to_45,NON-LEASING,Sedan,0_to_1,2500_to_5000,Aggregator,,0,0,0,NCD_0,0,AGGREGATOR,OTHERS,,-2.04975,-2.04974975187243
0,0,0.0301369863013699,2022,50000,AGENCY,PRIVATE CAR,NEW,MALE,KOREAN,OTHERS,WESTERN,35_to_45,LEASING,Sedan,0_to_1,750_to_1000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-3.502002,-3.50200208078412
0,0,0.128767123287671,2022,200000,NON_AGENCY,PRIVATE CAR,NEW,FEMALE,JAPAN,MAZDA,EASTERN,25_to_35,NON-LEASING,Jeeps_4x4,0_to_1,2500_to_5000,Aggregator,,0,0,0,NCD_0,0,AGGREGATOR,OTHERS,,-2.04975,-2.04974975187243
0,0,0.0246575342465753,2022,100000,AGENCY,PRIVATE CAR,NEW,MALE,EUROPE,OTHERS,RIYADH,25_to_35,NON-LEASING,Sedan,5+,1000_to_1500,Direct,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,OTHERS,-3.702673,-3.70267277624627
0,0,0.126027397260274,2022,100000,AGENCY,PRIVATE CAR,NEW,MALE,KOREAN,HYUNDAI,MECCA,21_to_25,LEASING,Sedan,0_to_1,5000+,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-2.071256,-2.0712559570934
0,0,0.128767123287671,2022,200000,AGENCY,PRIVATE CAR,NEW,MALE,EUROPE,OTHERS,RIYADH,35_to_45,NON-LEASING,Jeeps_4x4,0_to_1,1500_to_2000,Aggregator,,0,0,0,NCD_0,0,AGGREGATOR,OTHERS,,-2.04975,-2.04974975187243
0,0,0.128767123287671,2022,100000,NON_AGENCY,PRIVATE CAR,NEW,FEMALE,EUROPE,OTHERS,RIYADH,35_to_45,NON-LEASING,Sedan,3_to_4,750_to_1000,Aggregator,,0,0,0,NCD_0,0,AGGREGATOR,OTHERS,,-2.04975,-2.04974975187243
0,0,0.0849315068493151,2022,100000,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,NISSAN,MECCA,21_to_25,NON-LEASING,Sedan,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-2.46591,-2.46591014909735
0,0,0.128767123287671,2022,200000,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,MAZDA,RIYADH,25_to_35,NON-LEASING,Jeeps_4x4,0_to_1,750_to_1000,Aggregator,,0,0,0,NCD_0,0,AGGREGATOR,OTHERS,,-2.04975,-2.04974975187243
0,0,0.0849315068493151,2022,200000,AGENCY,PRIVATE CAR,NEW,FEMALE,KOREAN,OTHERS,RIYADH,25_to_35,LEASING,Sedan,0_to_1,5000+,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,LEASING / RENT A CAR,-2.46591,-2.46591014909735
0,0,0.117808219178082,2022,200000,AGENCY,PRIVATE CAR,NEW,FEMALE,JAPAN,MAZDA,RIYADH,35_to_45,NON-LEASING,Jeeps_4x4,0_to_1,2500_to_5000,Aggregator,,0,0,0,NCD_0,0,AGGREGATOR,OTHERS,,-2.138697,-2.13869723788893
0,0,0.00547945205479452,2022,100000,AGENCY,PRIVATE CAR,NEW,MALE,USA,CHEVROLET,RIYADH,45_to_55,LEASING,Sedan,0_to_1,750_to_1000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-5.20675,-5.20675017302255
0,0,0.00547945205479452,2022,100000,AGENCY,PRIVATE CAR,NEW,MALE,USA,CHEVROLET,JEDDAH,55+,LEASING,Jeeps_4x4,0_to_1,1500_to_2000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-5.20675,-5.20675017302255
0,0,0.00547945205479452,2022,100000,AGENCY,PRIVATE CAR,NEW,FEMALE,JAPAN,MAZDA,JEDDAH,25_to_35,LEASING,Jeeps_4x4,0_to_1,1500_to_2000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-5.20675,-5.20675017302255
0,0,0.00547945205479452,2022,100000,AGENCY,PRIVATE CAR,NEW,FEMALE,USA,CHEVROLET,NORTH,35_to_45,LEASING,Jeeps_4x4,0_to_1,1500_to_2000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-5.20675,-5.20675017302255
0,0,0.00547945205479452,2022,100000,AGENCY,PRIVATE CAR,NEW,FEMALE,USA,CHEVROLET,SOUTH,25_to_35,LEASING,Jeeps_4x4,1_to_2,1500_to_2000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-5.20675,-5.20675017302255
1,21695.0879177464,0.126027397260274,2022,100000,AGENCY,PRIVATE CAR,NEW,FEMALE,JAPAN,MAZDA,RIYADH,35_to_45,NON-LEASING,Jeeps_4x4,0_to_1,2500_to_5000,Aggregator,OD,21444.8,1,26478.5946616255,NCD_0,0,AGGREGATOR,OTHERS,,-2.071256,-2.0712559570934
0,0,0.00547945205479452,2022,100000,AGENCY,PRIVATE CAR,NEW,MALE,USA,CHEVROLET,SOUTH,25_to_35,LEASING,Sedan,0_to_1,1500_to_2000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-5.20675,-5.20675017302255
2,42744.1225664358,0.115068493150685,2022,100000,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,MAZDA,JEDDAH,35_to_45,NON-LEASING,Jeeps_4x4,2_to_3,750_to_1000,Aggregator,OD,42251,2,47068.3537068368,NCD_0,0,AGGREGATOR,OTHERS,,-2.162228,-2.16222773529912
0,0,0.126027397260274,2022,100000,AGENCY,PRIVATE CAR,NEW,FEMALE,KOREAN,HYUNDAI,JEDDAH,25_to_35,LEASING,Jeeps_4x4,0_to_1,5000+,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-2.071256,-2.0712559570934
0,0,0.123287671232877,2022,100000,AGENCY,PRIVATE CAR,NEW,MALE,KOREAN,OTHERS,JEDDAH,25_to_35,LEASING,Jeeps_4x4,0_to_1,750_to_1000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-2.093235,-2.09323486381217
0,0,0.126027397260274,2022,200000,AGENCY,PRIVATE CAR,NEW,FEMALE,KOREAN,OTHERS,SOUTH,25_to_35,LEASING,Jeeps_4x4,0_to_1,1500_to_2000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-2.071256,-2.0712559570934
0,0,0.0849315068493151,2022,200000,AGENCY,PRIVATE CAR,NEW,MALE,KOREAN,OTHERS,JEDDAH,35_to_45,LEASING,Jeeps_4x4,0_to_1,750_to_1000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-2.46591,-2.46591014909735
0,0,0.112328767123288,2022,100000,AGENCY,PRIVATE CAR,NEW,MALE,KOREAN,HYUNDAI,JEDDAH,25_to_35,LEASING,Sedan,0_to_1,5000+,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-2.186325,-2.18632528687818
0,0,0.123287671232877,2022,100000,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,NISSAN,EASTERN,25_to_35,NON-LEASING,Sedan,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-2.093235,-2.09323486381217
0,0,0.126027397260274,2022,100000,AGENCY,PRIVATE CAR,NEW,MALE,KOREAN,HYUNDAI,NORTH,55+,NON-LEASING,Jeeps_4x4,0_to_1,2500_to_5000,Aggregator,,0,0,0,NCD_0,0,AGGREGATOR,OTHERS,,-2.071256,-2.0712559570934
0,0,0.126027397260274,2022,100000,AGENCY,PRIVATE CAR,NEW,MALE,INDIAN_AND_CHINESE,OTHERS,MECCA,25_to_35,NON-LEASING,Jeeps_4x4,0_to_1,1000_to_1500,Aggregator,,0,0,0,NCD_0,0,AGGREGATOR,OTHERS,,-2.071256,-2.0712559570934
0,0,0.0520547945205479,2022,100000,AGENCY,PRIVATE CAR,NEW,MALE,KOREAN,HYUNDAI,JEDDAH,55+,NON-LEASING,Sedan,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-2.955458,-2.95545837441605
0,0,0.126027397260274,2022,100000,AGENCY,PRIVATE CAR,NEW,MALE,EUROPE,MERCEDES,KHOBAR&DAMMAM,55+,NON-LEASING,Light_Commercial,3_to_4,5000+,Direct,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,OTHERS,-2.071256,-2.0712559570934
0,0,0.0767123287671233,2022,100000,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,OTHERS,MECCA,35_to_45,LEASING,Sedan,0_to_1,1500_to_2000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,LEASING / RENT A CAR,-2.567693,-2.56769284340729
0,0,0.0273972602739726,2022,100000,AGENCY,PRIVATE CAR,NEW,MALE,KOREAN,HYUNDAI,JEDDAH,55+,LEASING,Sedan,1_to_2,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,LEASING / RENT A CAR,-3.597312,-3.59731226058845
0,0,0.0520547945205479,2022,100000,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,NISSAN,JEDDAH,21_to_25,LEASING,Sedan,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,LEASING / RENT A CAR,-2.955458,-2.95545837441605
0,0,0.0684931506849315,2022,100000,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,NISSAN,WESTERN,35_to_45,LEASING,Sedan,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,LEASING / RENT A CAR,-2.681021,-2.68102152871429
0,0,0.063013698630137,2022,200000,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,NISSAN,EASTERN,25_to_35,LEASING,Jeeps_4x4,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,LEASING / RENT A CAR,-2.764403,-2.76440313765334
0,0,0.0465753424657534,2022,100000,AGENCY,PRIVATE CAR,NEW,MALE,KOREAN,HYUNDAI,SOUTH,35_to_45,LEASING,Sedan,2_to_3,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,LEASING / RENT A CAR,-3.066684,-3.06668400952628
0,0,0.0602739726027397,2022,100000,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,TOYOTA,SOUTH,45_to_55,LEASING,Sedan,1_to_2,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,LEASING / RENT A CAR,-2.808855,-2.80885490022418
0,0,0.00273972602739726,2022,200000,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,TOYOTA,CENTRAL,35_to_45,LEASING,Jeeps_4x4,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,LEASING / RENT A CAR,-5.899898,-5.89989735358249
0,0,0.0328767123287671,2022,200000,AGENCY,PRIVATE CAR,NEW,FEMALE,USA,FORD,RIYADH,35_to_45,LEASING,Jeeps_4x4,1_to_2,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,LEASING / RENT A CAR,-3.414991,-3.41499070379449
0,0,0.0684931506849315,2022,200000,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,TOYOTA,WESTERN,35_to_45,LEASING,Jeeps_4x4,0_to_1,750_to_1000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,LEASING / RENT A CAR,-2.681021,-2.68102152871429
0,0,0.00547945205479452,2022,50000,AGENCY,PRIVATE CAR,NEW,MALE,USA,CHEVROLET,RIYADH,35_to_45,LEASING,Jeeps_4x4,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,LEASING / RENT A CAR,-5.20675,-5.20675017302255
0,0,0.112328767123288,2022,100000,AGENCY,PRIVATE CAR,NEW,MALE,KOREAN,HYUNDAI,JEDDAH,55+,NON-LEASING,Sedan,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-2.186325,-2.18632528687818
0,0,0.0684931506849315,2022,200000,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,TOYOTA,WESTERN,21_to_25,LEASING,Jeeps_4x4,0_to_1,750_to_1000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,LEASING / RENT A CAR,-2.681021,-2.68102152871429
0,0,0.063013698630137,2022,50000,AGENCY,PRIVATE CAR,NEW,MALE,KOREAN,HYUNDAI,SOUTH,45_to_55,LEASING,Sedan,1_to_2,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,LEASING / RENT A CAR,-2.764403,-2.76440313765334
0,0,0.0328767123287671,2022,100000,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,MAZDA,SOUTH,25_to_35,LEASING,Sedan,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,LEASING / RENT A CAR,-3.414991,-3.41499070379449
0,0,0.063013698630137,2022,100000,AGENCY,PRIVATE CAR,NEW,MALE,INDIAN_AND_CHINESE,OTHERS,CENTRAL,25_to_35,LEASING,Jeeps_4x4,0_to_1,1500_to_2000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,LEASING / RENT A CAR,-2.764403,-2.76440313765334
0,0,0.063013698630137,2022,100000,NON_AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,MITSUBISHI,JEDDAH,45_to_55,LEASING,Jeeps_4x4,1_to_2,750_to_1000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,LEASING / RENT A CAR,-2.764403,-2.76440313765334
0,0,0.010958904109589,2022,100000,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,TOYOTA,RIYADH,45_to_55,LEASING,Sedan,1_to_2,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,LEASING / RENT A CAR,-4.513603,-4.5136029924626
0,0,0.00821917808219178,2022,200000,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,TOYOTA,CENTRAL,35_to_45,LEASING,Jeeps_4x4,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,LEASING / RENT A CAR,-4.801285,-4.80128506491438
0,0,0.0684931506849315,2022,100000,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,TOYOTA,WESTERN,21_to_25,LEASING,Sedan,1_to_2,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,LEASING / RENT A CAR,-2.681021,-2.68102152871429
0,0,0.0328767123287671,2022,50000,AGENCY,PRIVATE CAR,NEW,MALE,KOREAN,HYUNDAI,RIYADH,25_to_35,LEASING,Sedan,1_to_2,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,LEASING / RENT A CAR,-3.414991,-3.41499070379449
0,0,0.0547945205479452,2022,200000,AGENCY,PRIVATE CAR,NEW,MALE,USA,FORD,EASTERN,45_to_55,LEASING,Pickup,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,LEASING / RENT A CAR,-2.904165,-2.9041650800285
0,0,0.063013698630137,2022,200000,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,NISSAN,RIYADH,35_to_45,LEASING,Jeeps_4x4,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,LEASING / RENT A CAR,-2.764403,-2.76440313765334
0,0,0.0301369863013699,2022,200000,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,MAZDA,SOUTH,35_to_45,LEASING,Jeeps_4x4,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,LEASING / RENT A CAR,-3.502002,-3.50200208078412
0,0,0.010958904109589,2022,100000,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,TOYOTA,CENTRAL,45_to_55,LEASING,Sedan,1_to_2,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,LEASING / RENT A CAR,-4.513603,-4.5136029924626
0,0,0.0684931506849315,2022,200000,AGENCY,PRIVATE CAR,NEW,MALE,USA,OTHERS,JEDDAH,55+,LEASING,Jeeps_4x4,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,LEASING / RENT A CAR,-2.681021,-2.68102152871429
0,0,0.00547945205479452,2022,200000,AGENCY,PRIVATE CAR,NEW,MALE,USA,OTHERS,JEDDAH,55+,LEASING,Jeeps_4x4,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,LEASING / RENT A CAR,-5.20675,-5.20675017302255
0,0,0.0328767123287671,2022,100000,AGENCY,PRIVATE CAR,NEW,FEMALE,JAPAN,TOYOTA,EASTERN,35_to_45,LEASING,Sedan,1_to_2,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,LEASING / RENT A CAR,-3.414991,-3.41499070379449
0,0,0.0520547945205479,2022,100000,AGENCY,PRIVATE CAR,NEW,FEMALE,KOREAN,HYUNDAI,CENTRAL,35_to_45,LEASING,Jeeps_4x4,0_to_1,1500_to_2000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,LEASING / RENT A CAR,-2.955458,-2.95545837441605
0,0,0.0547945205479452,2022,50000,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,TOYOTA,SOUTH,25_to_35,LEASING,Sedan,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,LEASING / RENT A CAR,-2.904165,-2.9041650800285
0,0,0.010958904109589,2022,100000,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,MAZDA,SOUTH,25_to_35,LEASING,Sedan,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,LEASING / RENT A CAR,-4.513603,-4.5136029924626
0,0,0.0547945205479452,2022,100000,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,TOYOTA,NORTH,45_to_55,LEASING,Sedan,0_to_1,1500_to_2000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,LEASING / RENT A CAR,-2.904165,-2.9041650800285
0,0,0.0465753424657534,2022,50000,AGENCY,PRIVATE CAR,NEW,MALE,KOREAN,HYUNDAI,RIYADH,25_to_35,LEASING,Sedan,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,LEASING / RENT A CAR,-3.066684,-3.06668400952628
0,0,0.0410958904109589,2022,100000,AGENCY,PRIVATE CAR,NEW,FEMALE,JAPAN,MAZDA,NORTH,25_to_35,LEASING,Sedan,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,LEASING / RENT A CAR,-3.191847,-3.19184715248028
0,0,0.0328767123287671,2022,200000,AGENCY,PRIVATE CAR,NEW,MALE,USA,FORD,RIYADH,35_to_45,LEASING,Jeeps_4x4,1_to_2,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,LEASING / RENT A CAR,-3.414991,-3.41499070379449
0,0,0.010958904109589,2022,100000,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,TOYOTA,JEDDAH,35_to_45,LEASING,Sedan,1_to_2,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,LEASING / RENT A CAR,-4.513603,-4.5136029924626
0,0,0.0356164383561644,2022,100000,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,OTHERS,WESTERN,25_to_35,LEASING,Sedan,0_to_1,1500_to_2000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,LEASING / RENT A CAR,-3.334948,-3.33494799612095
0,0,0.0520547945205479,2022,100000,AGENCY,PRIVATE CAR,NEW,FEMALE,JAPAN,MAZDA,RIYADH,35_to_45,LEASING,Jeeps_4x4,0_to_1,750_to_1000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,LEASING / RENT A CAR,-2.955458,-2.95545837441605
0,0,0.0684931506849315,2022,100000,AGENCY,PRIVATE CAR,NEW,MALE,KOREAN,HYUNDAI,NORTH,35_to_45,LEASING,Jeeps_4x4,0_to_1,1500_to_2000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,LEASING / RENT A CAR,-2.681021,-2.68102152871429
0,0,0.010958904109589,2022,100000,AGENCY,PRIVATE CAR,NEW,FEMALE,USA,CHEVROLET,RIYADH,25_to_35,LEASING,Jeeps_4x4,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,LEASING / RENT A CAR,-4.513603,-4.5136029924626
0,0,0.063013698630137,2022,50000,AGENCY,PRIVATE CAR,NEW,MALE,KOREAN,HYUNDAI,WESTERN,45_to_55,LEASING,Sedan,1_to_2,1500_to_2000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,LEASING / RENT A CAR,-2.764403,-2.76440313765334
0,0,0.0602739726027397,2022,50000,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,OTHERS,JEDDAH,35_to_45,LEASING,Pickup,1_to_2,750_to_1000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,LEASING / RENT A CAR,-2.808855,-2.80885490022418
0,0,0.0273972602739726,2022,100000,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,TOYOTA,MECCA,25_to_35,LEASING,Sedan,1_to_2,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,LEASING / RENT A CAR,-3.597312,-3.59731226058845
