count,guc,exposure,year,gsi_band,agency_indicator,usage,new_renewal,gender,country_origin,clean_make,cover,driver_age_band,leasing,vehicle_type,veh_age,excess_band,source_of_business,claim_type,gross_claim,claim_count,ultimate_inflated_claims,ncd,ncd_discount,agg_indicator,vehicle_color,business_activity,offset_exposure,offset_total
0,0,0.93972602739726,2021,50000,NON_AGENCY,PRIVATE CAR,NEW,MALE,USA,FORD,RIYADH,25_to_35,NON-LEASING,Sedan,5+,500_to_750,Direct,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-6.216691e-02,-6.21669064165516e-02
0,0,0.936986301369863,2021,30000,NON_AGENCY,PRIVATE CAR,NEW,MALE,KOREAN,HYUNDAI,SOUTH,25_to_35,NON-LEASING,Sedan,5+,0_to_500,Direct,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-6.508662e-02,-6.50866165198862e-02
0,0,0.90958904109589,2021,200000,AGENCY,PRIVATE CAR,NEW,MALE,USA,OTHERS,RIYADH,21_to_25,NON-LEASING,Jeeps_4x4,1_to_2,750_to_1000,Direct,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-9.476238e-02,-9.47623846660029e-02
0,0,0.936986301369863,2021,30000,NON_AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,MAZDA,JEDDAH,25_to_35,NON-LEASING,Sedan,5+,0_to_500,Direct,,0,0,0,NCD_0,0,NON-AGGREGATOR,White,OTHERS,-6.508662e-02,-6.50866165198862e-02
0,0,0.936986301369863,2021,30000,NON_AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,ISUZU,JEDDAH,25_to_35,NON-LEASING,Sedan,5+,750_to_1000,Direct,,0,0,0,NCD_0,0,NON-AGGREGATOR,White,OTHERS,-6.508662e-02,-6.50866165198864e-02
0,0,0.934246575342466,2021,200000,AGENCY,PRIVATE CAR,NEW,MALE,USA,OTHERS,RIYADH,35_to_45,NON-LEASING,Jeeps_4x4,0_to_1,750_to_1000,Direct,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-6.801488e-02,-6.80148762989747e-02
0,0,0.931506849315069,2021,100000,AGENCY,PRIVATE CAR,NEW,FEMALE,JAPAN,MAZDA,KHOBAR&DAMMAM,25_to_35,NON-LEASING,Jeeps_4x4,0_to_1,750_to_1000,Direct,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-7.095174e-02,-7.09517359722842e-02
0.958904109589041,166.260077785987,0.931506849315068,2021,30000,NON_AGENCY,PRIVATE CAR,NEW,FEMALE,USA,CHEVROLET,RIYADH,25_to_35,NON-LEASING,Sedan,1_to_2,0_to_500,Direct,,149.799999999999,1,703.711455523045,NCD_11,0,NON-AGGREGATOR,Purple,,-7.095174e-02,-7.09517359722845e-02
0,0,0.931506849315068,2021,50000,NON_AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,OTHERS,RIYADH,25_to_35,NON-LEASING,Sedan,5+,500_to_750,Direct,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-7.095174e-02,-7.09517359722845e-02
0,0,0.928767123287671,2021,50000,NON_AGENCY,PRIVATE CAR,NEW,MALE,USA,FORD,WESTERN,25_to_35,NON-LEASING,Jeeps_4x4,5+,500_to_750,Direct,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-7.389724e-02,-7.38972462020412e-02
0,0,0.928767123287671,2021,100000,NON_AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,MAZDA,RIYADH,35_to_45,NON-LEASING,Sedan,4_to_5,750_to_1000,Direct,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-7.389724e-02,-7.38972462020412e-02
0,0,0.915068493150685,2021,100000,AGENCY,PRIVATE CAR,NEW,MALE,KOREAN,HYUNDAI,KHOBAR&DAMMAM,35_to_45,NON-LEASING,Jeeps_4x4,0_to_1,750_to_1000,Direct,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-8.875636e-02,-8.87563606057911e-02
0,0,0.912328767123288,2021,100000,NON_AGENCY,PRIVATE CAR,NEW,MALE,KOREAN,HYUNDAI,RIYADH,25_to_35,NON-LEASING,Sedan,3_to_4,750_to_1000,Broker,,0,0,0,NCD_4,0.5,NON-AGGREGATOR,Grey,,-9.175486e-02,-0.784902044161993
0.914634146341463,5753.63771715043,0.90958904109589,2021,30000,NON_AGENCY,PRIVATE CAR,NEW,MALE,KOREAN,HYUNDAI,RIYADH,25_to_35,NON-LEASING,Sedan,3_to_4,750_to_1000,Broker,OD,5849.5,1,7746.52028170537,NCD_2,0.25,NON-AGGREGATOR,Blue,,-9.476238e-02,-0.382444457117784
0,0,0.923287671232877,2021,200000,AGENCY,PRIVATE CAR,NEW,MALE,USA,OTHERS,RIYADH,45_to_55,NON-LEASING,Jeeps_4x4,2_to_3,750_to_1000,Direct,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-7.981443e-02,-7.98144232301297e-02
0.914634146341463,9928.65704896723,0.25,2021,200000,AGENCY,PRIVATE CAR,NEW,MALE,USA,CHEVROLET,RIYADH,55+,NON-LEASING,Jeeps_4x4,1_to_2,750_to_1000,Broker,,10094.08,1,14628.1835173756,NCD_0,0,NON-AGGREGATOR,OTHERS,,-1.386294,-1.38629436111989
0.914634146341463,19629.8046690983,0.915068493150685,2021,50000,NON_AGENCY,PRIVATE CAR,NEW,MALE,USA,FORD,RIYADH,25_to_35,NON-LEASING,Sedan,5+,500_to_750,Direct,,19956.86,1,22781.469155139,NCD_0,0,NON-AGGREGATOR,OTHERS,,-8.875636e-02,-8.87563606057911e-02
0,0,0.835616438356165,2021,30000,NON_AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,TOYOTA,JEDDAH,25_to_35,NON-LEASING,Sedan,5+,0_to_500,Direct,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-0.1795856,-0.17958557697508
0.933333333333333,5855.17038271933,0.912328767123288,2021,30000,NON_AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,TOYOTA,RIYADH,35_to_45,NON-LEASING,Sedan,5+,0_to_500,Direct,OD,5455.06,1,6899.64342973139,NCD_0,0,NON-AGGREGATOR,OTHERS,,-9.175486e-02,-9.17548636020475e-02
0,0,0.915068493150685,2021,200000,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,MAZDA,KHOBAR&DAMMAM,21_to_25,NON-LEASING,Jeeps_4x4,0_to_1,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,OTHERS,-8.875636e-02,-8.87563606057911e-02
0,0,0.904109589041096,2021,200000,AGENCY,PRIVATE CAR,RENEWAL,MALE,JAPAN,LEXUS,RIYADH,45_to_55,NON-LEASING,Jeeps_4x4,3_to_4,2500_to_5000,Direct,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,OTHERS,-0.1008047,-0.206165214779792
0,0,0.904109589041096,2021,50000,NON_AGENCY,PRIVATE CAR,RENEWAL,MALE,JAPAN,TOYOTA,RIYADH,45_to_55,NON-LEASING,Pickup,5+,2000_to_2500,Direct,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,OTHERS,-0.1008047,-0.206165214779792
0,0,0.904109589041096,2021,50000,NON_AGENCY,PRIVATE CAR,RENEWAL,MALE,JAPAN,TOYOTA,RIYADH,45_to_55,NON-LEASING,Light_Commercial,2_to_3,2000_to_2500,Direct,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,OTHERS,-0.1008047,-0.206165214779792
0,0,0.904109589041096,2021,30000,NON_AGENCY,PRIVATE CAR,RENEWAL,MALE,JAPAN,OTHERS,RIYADH,45_to_55,NON-LEASING,Light_Commercial,5+,1000_to_1500,Direct,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,OTHERS,-0.1008047,-0.206165214779792
0,0,0.904109589041096,2021,200000+,AGENCY,PRIVATE CAR,RENEWAL,MALE,JAPAN,LEXUS,RIYADH,45_to_55,NON-LEASING,Sedan,2_to_3,5000+,Direct,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,OTHERS,-0.1008047,-0.206165214779792
0,0,0.904109589041096,2021,100000,NON_AGENCY,PRIVATE CAR,RENEWAL,MALE,JAPAN,TOYOTA,RIYADH,45_to_55,NON-LEASING,Jeeps_4x4,1_to_2,2500_to_5000,Direct,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,OTHERS,-0.1008047,-0.206165214779792
0,0,0.90958904109589,2021,100000,NON_AGENCY,PRIVATE CAR,NEW,MALE,USA,OTHERS,EASTERN,35_to_45,NON-LEASING,Jeeps_4x4,5+,750_to_1000,Direct,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-9.476238e-02,-9.47623846660029e-02
0.933333333333333,1499.46527163018,0.906849315068493,2021,200000,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,MAZDA,RIYADH,25_to_35,NON-LEASING,Jeeps_4x4,0_to_1,750_to_1000,Direct,,1397,1,1777.1221524034,NCD_0,0,NON-AGGREGATOR,OTHERS,,-9.777898e-02,-9.77789782054287e-02
0.986666666666667,9285.95945435226,0.25,2021,200000,AGENCY,PRIVATE CAR,NEW,MALE,EUROPE,MERCEDES,RIYADH,25_to_35,NON-LEASING,Sedan,4_to_5,750_to_1000,Direct,,8985.14,1,11241.0987381413,NCD_0,0,NON-AGGREGATOR,OTHERS,,-1.386294,-1.38629436111989
0,0,0.904109589041096,2021,30000,NON_AGENCY,PRIVATE CAR,NEW,MALE,KOREAN,OTHERS,SOUTH,35_to_45,NON-LEASING,Sedan,5+,0_to_500,Direct,,0,0,0,NCD_11,0,NON-AGGREGATOR,White,,-0.1008047,-0.100804699121966
0,0,0.904109589041096,2021,200000,NON_AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,LEXUS,JEDDAH,35_to_45,NON-LEASING,Jeeps_4x4,4_to_5,750_to_1000,Direct,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-0.1008047,-0.100804699121966
0,0,0.898630136986301,2021,200000,NON_AGENCY,PRIVATE CAR,NEW,MALE,EUROPE,OTHERS,RIYADH,45_to_55,NON-LEASING,Sedan,5+,2000_to_2500,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-0.1068837,-0.106883745198348
0,0,0.542465753424658,2021,100000,NON_AGENCY,PRIVATE CAR,NEW,MALE,USA,OTHERS,RIYADH,45_to_55,NON-LEASING,Jeeps_4x4,5+,2000_to_2500,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-0.6116303,-0.611630322887956
0,0,0.898630136986301,2021,200000+,NON_AGENCY,PRIVATE CAR,NEW,MALE,EUROPE,OTHERS,RIYADH,45_to_55,NON-LEASING,Sedan,5+,2000_to_2500,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-0.1068837,-0.106883745198348
0,0,0.898630136986301,2021,200000+,AGENCY,PRIVATE CAR,NEW,MALE,EUROPE,OTHERS,RIYADH,45_to_55,NON-LEASING,Sedan,5+,5000+,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-0.1068837,-0.106883745198348
0,0,0.542465753424658,2021,200000+,AGENCY,PRIVATE CAR,NEW,MALE,EUROPE,MERCEDES,RIYADH,45_to_55,NON-LEASING,Sedan,5+,5000+,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-0.6116303,-0.611630322887956
0,0,0.898630136986301,2021,200000+,AGENCY,PRIVATE CAR,NEW,MALE,EUROPE,MERCEDES,RIYADH,45_to_55,NON-LEASING,Sedan,5+,5000+,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-0.1068837,-0.106883745198348
0,0,0.898630136986301,2021,200000+,AGENCY,PRIVATE CAR,NEW,MALE,EUROPE,MERCEDES,RIYADH,45_to_55,NON-LEASING,Sedan,5+,5000+,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-0.1068837,-0.106883745198348
0,0,0.542465753424658,2021,200000+,AGENCY,PRIVATE CAR,NEW,MALE,EUROPE,OTHERS,RIYADH,45_to_55,NON-LEASING,Sedan,5+,5000+,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-0.6116303,-0.611630322887956
0,0,0.898630136986301,2021,100000,NON_AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,LEXUS,RIYADH,45_to_55,NON-LEASING,Jeeps_4x4,5+,2000_to_2500,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-0.1068837,-0.106883745198348
0,0,0.898630136986301,2021,200000+,AGENCY,PRIVATE CAR,NEW,MALE,EUROPE,OTHERS,RIYADH,45_to_55,NON-LEASING,Sedan,4_to_5,5000+,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-0.1068837,-0.106883745198348
0,0,0.898630136986301,2021,200000+,AGENCY,PRIVATE CAR,NEW,MALE,EUROPE,OTHERS,RIYADH,45_to_55,NON-LEASING,Sports_Car,4_to_5,5000+,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-0.1068837,-0.106883745198348
0.958904109589041,3875.14727363001,0.898630136986301,2021,30000,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,NISSAN,RIYADH,45_to_55,NON-LEASING,Sedan,4_to_5,5000+,Broker,,3491.5,1,4739.60075130414,NCD_0,0,NON-AGGREGATOR,OTHERS,,-0.1068837,-0.106883745198348
0,0,0.898630136986301,2021,30000,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,NISSAN,RIYADH,45_to_55,NON-LEASING,Sedan,4_to_5,5000+,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-0.1068837,-0.106883745198348
0.914634146341463,11016.4531040405,0.898630136986301,2021,30000,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,NISSAN,RIYADH,45_to_55,NON-LEASING,Sedan,4_to_5,5000+,Broker,OD,11200,1,14930.313841454,NCD_0,0,NON-AGGREGATOR,OTHERS,,-0.1068837,-0.106883745198348
0,0,0.898630136986301,2021,30000,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,NISSAN,RIYADH,45_to_55,NON-LEASING,Sedan,4_to_5,5000+,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-0.1068837,-0.106883745198348
0.986666666666667,1630.31416753002,0.898630136986301,2021,50000,AGENCY,PUBLIC TRANSPORT,NEW,MALE,JAPAN,NISSAN,RIYADH,45_to_55,NON-LEASING,Pickup,5+,5000+,Broker,,1577.5,1,1975.52823210768,NCD_0,0,NON-AGGREGATOR,OTHERS,,-0.1068837,-0.106883745198348
0,0,0.0109589041095891,2021,200000,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,TOYOTA,RIYADH,45_to_55,NON-LEASING,Jeeps_4x4,4_to_5,5000+,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-4.513603,-4.5136029924626
0,0,0.473972602739726,2021,50000,AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,MAZDA,RIYADH,45_to_55,NON-LEASING,Sedan,3_to_4,5000+,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-0.7466058,-0.746605759084713
0.933333333333333,1599.97345204209,1,2021,200000+,NON_AGENCY,PRIVATE CAR,NEW,MALE,KOREAN,HYUNDAI,RIYADH,45_to_55,NON-LEASING,Sedan,5+,2000_to_2500,Broker,,1490.64,1,1891.36676523705,NCD_0,0,NON-AGGREGATOR,OTHERS,BUSINESS OWNERS,0,0
0,0,0.898630136986301,2021,30000,NON_AGENCY,PRIVATE CAR,NEW,MALE,USA,OTHERS,RIYADH,25_to_35,NON-LEASING,Jeeps_4x4,5+,2000_to_2500,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-0.1068837,-0.106883745198348
0,0,0.898630136986301,2021,30000,NON_AGENCY,PUBLIC TRANSPORT,NEW,MALE,JAPAN,MITSUBISHI,RIYADH,25_to_35,NON-LEASING,Pickup,5+,1500_to_2000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-0.1068837,-0.106883745198348
0,0,0.898630136986301,2021,30000,NON_AGENCY,PUBLIC TRANSPORT,NEW,MALE,KOREAN,HYUNDAI,RIYADH,25_to_35,NON-LEASING,Light_Commercial,5+,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-0.1068837,-0.106883745198348
0,0,1,2021,100000,AGENCY,PRIVATE CAR,NEW,MALE,KOREAN,HYUNDAI,RIYADH,45_to_55,NON-LEASING,Sedan,1_to_2,2500_to_5000,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,0,0
0,0,0.893150684931507,2021,100000,NON_AGENCY,PRIVATE CAR,NEW,MALE,KOREAN,HYUNDAI,KHOBAR&DAMMAM,25_to_35,NON-LEASING,Jeeps_4x4,4_to_5,750_to_1000,Direct,,0,0,0,NCD_1,0.15,NON-AGGREGATOR,Silver,,-0.113,-0.275518901713559
0,0,0.898630136986301,2021,50000,NON_AGENCY,PRIVATE CAR,NEW,MALE,USA,FORD,RIYADH,35_to_45,NON-LEASING,Jeeps_4x4,5+,500_to_750,Direct,,0,0,0,NCD_0,0,NON-AGGREGATOR,Grey,OTHERS,-0.1068837,-0.106883745198348
0.914634146341463,1441.48321642601,0.25,2021,30000,NON_AGENCY,PRIVATE CAR,NEW,MALE,USA,FORD,RIYADH,25_to_35,NON-LEASING,Jeeps_4x4,5+,0_to_500,Direct,OD,1465.5,1,2194.2551249989,NCD_5,0.6,NON-AGGREGATOR,Silver,,-1.386294,-2.30258509299405
0,0,0.838356164383562,2021,100000,NON_AGENCY,PRIVATE CAR,NEW,MALE,EUROPE,OTHERS,RIYADH,55+,NON-LEASING,Sedan,5+,750_to_1000,Direct,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-0.1763123,-0.176312251630111
0,0,0.873972602739726,2021,30000,NON_AGENCY,PRIVATE CAR,NEW,MALE,KOREAN,OTHERS,KHOBAR&DAMMAM,45_to_55,NON-LEASING,Sedan,5+,0_to_500,Direct,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-0.1347062,-0.134706250797647
0,0,0.893150684931507,2021,100000,AGENCY,PRIVATE CAR,NEW,MALE,USA,FORD,RIYADH,25_to_35,NON-LEASING,Jeeps_4x4,4_to_5,750_to_1000,Direct,,0,0,0,NCD_1,0.15,NON-AGGREGATOR,Brown,,-0.113,-0.275518901713559
0,0,0.893150684931507,2021,200000,AGENCY,PRIVATE CAR,NEW,MALE,EUROPE,OTHERS,RIYADH,25_to_35,NON-LEASING,Jeeps_4x4,5+,750_to_1000,Direct,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-0.113,-0.112999972215784
0,0,0.89041095890411,2021,50000,NON_AGENCY,PRIVATE CAR,NEW,MALE,USA,FORD,JEDDAH,45_to_55,NON-LEASING,Jeeps_4x4,5+,500_to_750,Direct,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-0.1160722,-0.116072171252754
0,0,0.893150684931507,2021,30000,NON_AGENCY,PRIVATE CAR,NEW,MALE,JAPAN,TOYOTA,KHOBAR&DAMMAM,45_to_55,NON-LEASING,Sedan,5+,1000_to_1500,Broker,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,OTHERS,-0.113,-0.112999972215784
0,0,0.89041095890411,2021,200000,AGENCY,PRIVATE CAR,NEW,FEMALE,EUROPE,OTHERS,KHOBAR&DAMMAM,45_to_55,NON-LEASING,Jeeps_4x4,1_to_2,750_to_1000,Direct,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-0.1160722,-0.116072171252754
0.933333333333333,17538.1622754872,0.876712328767123,2021,100000,AGENCY,PRIVATE CAR,NEW,FEMALE,INDIAN_AND_CHINESE,OTHERS,RIYADH,45_to_55,NON-LEASING,Jeeps_4x4,0_to_1,750_to_1000,Direct,OD,16339.7,1,20888.8602869731,NCD_0,0,NON-AGGREGATOR,White,,-0.1315764,-0.131576357788719
0,0,0.808219178082192,2021,200000,NON_AGENCY,PUBLIC TRANSPORT,RENEWAL,MALE,JAPAN,ISUZU,RIYADH,55+,NON-LEASING,Light_Commercial,5+,5000+,Direct,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-0.212922,-0.318282512900498
0,0,0.808219178082192,2021,50000,NON_AGENCY,PUBLIC TRANSPORT,RENEWAL,MALE,JAPAN,ISUZU,RIYADH,55+,NON-LEASING,Light_Commercial,4_to_5,5000+,Direct,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-0.212922,-0.318282512900498
0,0,0.808219178082192,2021,30000,NON_AGENCY,PUBLIC TRANSPORT,RENEWAL,MALE,USA,OTHERS,RIYADH,55+,NON-LEASING,Light_Commercial,5+,5000+,Direct,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-0.212922,-0.318282512900498
1.82926829268293,6325.17523863559,0.808219178082192,2021,30000,NON_AGENCY,PUBLIC TRANSPORT,RENEWAL,MALE,USA,OTHERS,RIYADH,55+,NON-LEASING,Light_Commercial,5+,5000+,Direct,,6430.56,2,7422.17481738384,NCD_0,0,NON-AGGREGATOR,OTHERS,,-0.212922,-0.318282512900498
0,0,0.808219178082192,2021,50000,NON_AGENCY,PUBLIC TRANSPORT,RENEWAL,MALE,USA,OTHERS,RIYADH,55+,NON-LEASING,Light_Commercial,5+,5000+,Direct,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-0.212922,-0.318282512900498
0,0,0.808219178082192,2021,100000,NON_AGENCY,PUBLIC TRANSPORT,RENEWAL,MALE,JAPAN,ISUZU,RIYADH,55+,NON-LEASING,Light_Commercial,5+,2500_to_5000,Direct,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-0.212922,-0.318282512900498
0,0,0.808219178082192,2021,100000,NON_AGENCY,PUBLIC TRANSPORT,RENEWAL,MALE,JAPAN,ISUZU,RIYADH,55+,NON-LEASING,Light_Commercial,5+,2500_to_5000,Direct,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-0.212922,-0.318282512900498
0,0,0.808219178082192,2021,100000,NON_AGENCY,PUBLIC TRANSPORT,RENEWAL,MALE,JAPAN,ISUZU,RIYADH,55+,NON-LEASING,Light_Commercial,5+,2500_to_5000,Direct,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-0.212922,-0.318282512900498
0,0,0.808219178082192,2021,30000,NON_AGENCY,PUBLIC TRANSPORT,RENEWAL,MALE,JAPAN,ISUZU,RIYADH,55+,NON-LEASING,Light_Commercial,5+,2500_to_5000,Direct,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-0.212922,-0.318282512900498
0.986666666666667,3554.6532990298,0.808219178082192,2021,30000,NON_AGENCY,PUBLIC TRANSPORT,RENEWAL,MALE,JAPAN,ISUZU,RIYADH,55+,NON-LEASING,Light_Commercial,5+,2500_to_5000,Direct,,3439.5,1,4311.60676668974,NCD_0,0,NON-AGGREGATOR,OTHERS,,-0.212922,-0.318282512900498
0.914634146341463,6885.2831900253,0.808219178082192,2021,30000,NON_AGENCY,PUBLIC TRANSPORT,RENEWAL,MALE,JAPAN,ISUZU,RIYADH,55+,NON-LEASING,Light_Commercial,5+,2500_to_5000,Direct,,7000,1,8014.51844088481,NCD_0,0,NON-AGGREGATOR,OTHERS,,-0.212922,-0.318282512900498
0,0,0.808219178082192,2021,30000,NON_AGENCY,PUBLIC TRANSPORT,RENEWAL,MALE,JAPAN,ISUZU,RIYADH,55+,NON-LEASING,Light_Commercial,5+,2500_to_5000,Direct,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-0.212922,-0.318282512900498
0.986666666666667,4651.17522089944,0.808219178082192,2021,30000,NON_AGENCY,PUBLIC TRANSPORT,RENEWAL,MALE,JAPAN,ISUZU,RIYADH,55+,NON-LEASING,Light_Commercial,5+,2500_to_5000,Direct,,4500.5,1,5657.29050703776,NCD_0,0,NON-AGGREGATOR,OTHERS,,-0.212922,-0.318282512900498
0.986666666666667,17051.380950921,0.808219178082192,2021,30000,NON_AGENCY,PUBLIC TRANSPORT,RENEWAL,MALE,JAPAN,ISUZU,RIYADH,55+,NON-LEASING,Light_Commercial,5+,2500_to_5000,Direct,,16499,1,20780.9431428767,NCD_0,0,NON-AGGREGATOR,OTHERS,,-0.212922,-0.318282512900498
0.986666666666667,1373.49447140881,0.808219178082192,2021,30000,NON_AGENCY,PUBLIC TRANSPORT,RENEWAL,MALE,JAPAN,ISUZU,RIYADH,55+,NON-LEASING,Light_Commercial,5+,2500_to_5000,Direct,,1329,1,1653.48830615497,NCD_0,0,NON-AGGREGATOR,OTHERS,,-0.212922,-0.318282512900498
0,0,0.808219178082192,2021,30000,NON_AGENCY,PUBLIC TRANSPORT,RENEWAL,MALE,JAPAN,ISUZU,RIYADH,55+,NON-LEASING,Light_Commercial,5+,2500_to_5000,Direct,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-0.212922,-0.318282512900498
0,0,0.808219178082192,2021,30000,NON_AGENCY,PUBLIC TRANSPORT,RENEWAL,MALE,JAPAN,ISUZU,RIYADH,55+,NON-LEASING,Light_Commercial,5+,2500_to_5000,Direct,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-0.212922,-0.318282512900498
0,0,0.808219178082192,2021,30000,NON_AGENCY,PUBLIC TRANSPORT,RENEWAL,MALE,JAPAN,ISUZU,RIYADH,55+,NON-LEASING,Light_Commercial,5+,2500_to_5000,Direct,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-0.212922,-0.318282512900498
0,0,0.808219178082192,2021,30000,NON_AGENCY,PUBLIC TRANSPORT,RENEWAL,MALE,JAPAN,ISUZU,RIYADH,55+,NON-LEASING,Light_Commercial,5+,2500_to_5000,Direct,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-0.212922,-0.318282512900498
0,0,0.808219178082192,2021,30000,NON_AGENCY,PUBLIC TRANSPORT,RENEWAL,MALE,JAPAN,ISUZU,RIYADH,55+,NON-LEASING,Light_Commercial,5+,2500_to_5000,Direct,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-0.212922,-0.318282512900498
0,0,0.808219178082192,2021,50000,NON_AGENCY,PRIVATE CAR,RENEWAL,MALE,JAPAN,TOYOTA,RIYADH,55+,NON-LEASING,Sedan,5+,2000_to_2500,Direct,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-0.212922,-0.318282512900498
0,0,0.854794520547945,2021,30000,NON_AGENCY,PRIVATE CAR,RENEWAL,MALE,JAPAN,NISSAN,RIYADH,55+,NON-LEASING,Sedan,1_to_2,2000_to_2500,Direct,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-0.1568942,-0.262254681430835
0,0,0.854794520547945,2021,30000,NON_AGENCY,PRIVATE CAR,RENEWAL,MALE,JAPAN,NISSAN,RIYADH,55+,NON-LEASING,Sedan,1_to_2,2000_to_2500,Direct,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-0.1568942,-0.262254681430835
0,0,0.854794520547945,2021,30000,NON_AGENCY,PRIVATE CAR,RENEWAL,MALE,JAPAN,NISSAN,RIYADH,55+,NON-LEASING,Sedan,1_to_2,2000_to_2500,Direct,,0,0,0,NCD_0,0,NON-AGGREGATOR,OTHERS,,-0.1568942,-0.262254681430835
